16.14344 -3.7250411e-06 -2.2610625e-08 -3.0190402e-07 -1.2894392e-08 -3.0190402e-07 -1.2894392e-08
16.239249 -3.6809857e-06 -2.2055155e-08 -2.9822068e-07 -1.2577618e-08 -2.9822068e-07 -1.2577618e-08
16.335059 -3.6377049e-06 -2.1511122e-08 -2.9460288e-07 -1.2267367e-08 -2.9460288e-07 -1.2267367e-08
16.430868 -3.59518e-06 -2.0978241e-08 -2.9104879e-07 -1.1963475e-08 -2.9104879e-07 -1.1963475e-08
16.526678 -3.5533941e-06 -2.0456235e-08 -2.8755721e-07 -1.1665786e-08 -2.8755721e-07 -1.1665786e-08
16.622487 -3.5123298e-06 -1.9944837e-08 -2.8412651e-07 -1.1374146e-08 -2.8412651e-07 -1.1374146e-08
16.718297 -3.4719709e-06 -1.9476171e-08 -2.8075538e-07 -1.1106875e-08 -2.8075538e-07 -1.1106875e-08
16.814106 -3.4323013e-06 -1.9058538e-08 -2.774425e-07 -1.0868707e-08 -2.774425e-07 -1.0868707e-08
16.909916 -3.3933052e-06 -1.8649094e-08 -2.7418643e-07 -1.0635209e-08 -2.7418643e-07 -1.0635209e-08
17.005725 -3.3549677e-06 -1.8247641e-08 -2.70986e-07 -1.0406268e-08 -2.70986e-07 -1.0406268e-08
17.101535 -3.3172736e-06 -1.7853987e-08 -2.6783975e-07 -1.0181776e-08 -2.6783975e-07 -1.0181776e-08
17.197344 -3.2802092e-06 -1.7467951e-08 -2.6474673e-07 -9.9616265e-09 -2.6474673e-07 -9.9616265e-09
17.293154 -3.2437603e-06 -1.7089348e-08 -2.6170561e-07 -9.7457168e-09 -2.6170561e-07 -9.7457168e-09
17.388963 -3.2079131e-06 -1.6718007e-08 -2.5871514e-07 -9.5339485e-09 -2.5871514e-07 -9.5339485e-09
17.484773 -3.1726549e-06 -1.6353756e-08 -2.5577444e-07 -9.3262231e-09 -2.5577444e-07 -9.3262231e-09
17.580582 -3.1379724e-06 -1.5996431e-08 -2.5288221e-07 -9.1224479e-09 -2.5288221e-07 -9.1224479e-09
17.676392 -3.1038536e-06 -1.564587e-08 -2.5003755e-07 -8.9225299e-09 -2.5003755e-07 -8.9225299e-09
17.772201 -3.0702871e-06 -1.530192e-08 -2.4723994e-07 -8.726382e-09 -2.4723994e-07 -8.726382e-09
17.868011 -3.0372964e-06 -1.4964426e-08 -2.4450848e-07 -8.5339159e-09 -2.4450848e-07 -8.5339159e-09
17.96382 -3.0048425e-06 -1.4633243e-08 -2.4182654e-07 -8.345049e-09 -2.4182654e-07 -8.345049e-09
18.05963 -2.9729046e-06 -1.4308227e-08 -2.391876e-07 -8.1596987e-09 -2.391876e-07 -8.1596987e-09
18.155439 -2.9414719e-06 -1.3989239e-08 -2.3659086e-07 -7.9777862e-09 -2.3659086e-07 -7.9777862e-09
18.251249 -2.9105334e-06 -1.3676142e-08 -2.3403521e-07 -7.7992333e-09 -2.3403521e-07 -7.7992333e-09
18.347058 -2.8800791e-06 -1.3368805e-08 -2.315199e-07 -7.6239649e-09 -2.315199e-07 -7.6239649e-09
18.442867 -2.8500989e-06 -1.306725e-08 -2.2904409e-07 -7.4519941e-09 -2.2904409e-07 -7.4519941e-09
18.538677 -2.8205833e-06 -1.2811694e-08 -2.2660717e-07 -7.3062556e-09 -2.2660717e-07 -7.3062556e-09
18.634486 -2.7915224e-06 -1.256093e-08 -2.2420804e-07 -7.1632496e-09 -2.2420804e-07 -7.1632496e-09
18.730296 -2.7629071e-06 -1.2314613e-08 -2.2184608e-07 -7.0227798e-09 -2.2184608e-07 -7.0227798e-09
18.826105 -2.7347281e-06 -1.2072646e-08 -2.1952042e-07 -6.8847912e-09 -2.1952042e-07 -6.8847912e-09
18.921915 -2.7069768e-06 -1.1834937e-08 -2.172304e-07 -6.7492302e-09 -2.172304e-07 -6.7492302e-09
19.017724 -2.6796444e-06 -1.1601393e-08 -2.1497525e-07 -6.6160446e-09 -2.1497525e-07 -6.6160446e-09
19.113534 -2.6527227e-06 -1.1371925e-08 -2.1275429e-07 -6.4851836e-09 -2.1275429e-07 -6.4851836e-09
19.209343 -2.6262035e-06 -1.1146446e-08 -2.1056685e-07 -6.3565976e-09 -2.1056685e-07 -6.3565976e-09
19.305153 -2.6000786e-06 -1.0924873e-08 -2.0841221e-07 -6.2302385e-09 -2.0841221e-07 -6.2302385e-09
19.400962 -2.5743406e-06 -1.0707121e-08 -2.0628982e-07 -6.1060593e-09 -2.0628982e-07 -6.1060593e-09
19.496772 -2.5489815e-06 -1.0493112e-08 -2.0419889e-07 -5.984014e-09 -2.0419889e-07 -5.984014e-09
19.592581 -2.5239943e-06 -1.0282766e-08 -2.0213899e-07 -5.8640582e-09 -2.0213899e-07 -5.8640582e-09
19.688391 -2.4993714e-06 -1.0076008e-08 -2.0010932e-07 -5.7461482e-09 -2.0010932e-07 -5.7461482e-09
19.7842 -2.475106e-06 -9.8727636e-09 -1.9810948e-07 -5.6302416e-09 -1.9810948e-07 -5.6302416e-09
19.88001 -2.4511911e-06 -9.6729592e-09 -1.9613874e-07 -5.5162972e-09 -1.9613874e-07 -5.5162972e-09
