8.0 -1.5343457e-05 -3.6944615e-07 -8.0732795e-06 -3.5321425e-07 -8.0732795e-06 -3.5321425e-07
8.5263158 -1.3491725e-05 -2.8696651e-07 -7.0920988e-06 -2.7435842e-07 -7.0920988e-06 -2.7435842e-07
9.0526316 -1.195454e-05 -2.2666947e-07 -6.278038e-06 -2.1671057e-07 -6.278038e-06 -2.1671057e-07
9.5789474 -1.0664453e-05 -1.8161953e-07 -5.5951549e-06 -1.7363994e-07 -5.5951549e-06 -1.7363994e-07
10.105263 -9.5732931e-06 -1.4628819e-07 -5.0186999e-06 -1.3986091e-07 -5.0186999e-06 -1.3986091e-07
10.631579 -8.6414489e-06 -1.2036599e-07 -4.5269708e-06 -1.1507762e-07 -4.5269708e-06 -1.1507762e-07
11.157895 -7.8386762e-06 -9.8817778e-08 -4.1034992e-06 -9.4476141e-08 -4.1034992e-06 -9.4476141e-08
11.684211 -7.1424425e-06 -8.2642301e-08 -3.7364506e-06 -7.9011346e-08 -3.7364506e-06 -7.9011346e-08
12.210526 -6.5358646e-06 -6.9126688e-08 -3.4173456e-06 -6.6089553e-08 -3.4173456e-06 -6.6089553e-08
12.736842 -6.0030836e-06 -5.8458195e-08 -3.1371349e-06 -5.5889789e-08 -3.1371349e-06 -5.5889789e-08
13.263158 -5.5326093e-06 -4.9684838e-08 -2.8897573e-06 -4.7501896e-08 -2.8897573e-06 -4.7501896e-08
13.789474 -5.1155088e-06 -4.2484942e-08 -2.6706752e-06 -4.0618333e-08 -2.6706752e-06 -4.0618333e-08
14.315789 -4.7440892e-06 -3.6639999e-08 -2.4758146e-06 -3.5030192e-08 -2.4758146e-06 -3.5030192e-08
14.842105 -4.4115535e-06 -3.1502576e-08 -2.3013868e-06 -3.0118486e-08 -2.3013868e-06 -3.0118486e-08
15.368421 -4.1126615e-06 -2.7562955e-08 -2.1446356e-06 -2.6351955e-08 -2.1446356e-06 -2.6351955e-08
15.894737 -3.8431478e-06 -2.4108038e-08 -2.0033699e-06 -2.3048833e-08 -2.0033699e-06 -2.3048833e-08
16.421053 -3.5995025e-06 -2.1032331e-08 -1.8758235e-06 -2.0108259e-08 -1.8758235e-06 -2.0108259e-08
16.947368 -3.3782413e-06 -1.8491223e-08 -1.7600116e-06 -1.7678796e-08 -1.7600116e-06 -1.7678796e-08
17.473684 -3.1767058e-06 -1.6395555e-08 -1.6545397e-06 -1.5675203e-08 -1.6545397e-06 -1.5675203e-08
18.0 -2.9927221e-06 -1.4509793e-08 -1.5583109e-06 -1.3872294e-08 -1.5583109e-06 -1.3872294e-08
